text,length
"Lỉ Quân
say something bro...",28
"Kieu Trang Ha
thấy sao bro",26
Justin Huang,12
"Minh Thảo
=)₫))",15
"Le Minh Sang
vào hóng",21
"E đặt 5c nv đầu là ptit rồi thì trường mới báo tăng hp huhuuu, khong thoát nổi",78
"Ngô Long
kìa lói rì đi",22
"Phú Đoàn
Nguyễn Đoàn
nổi lun",28
"nếu ae muốn học về CN, ĐTVT + k có gánh nặng về ktế thì PTIT là 1 sự lựa chọn tốt. còn các ngành Kinh tế trong trường với mức phí dắt đỏ như vậy thì nên cân nhắc các trường khác hơn. Sau khi học ở đây 2 năm thì đây là feedback của mình:
- Chất lượng GV ptit tốt, thầy cô tạo đkien cho SV.
- Toà A2 có 4 thang máy thì HỎNG 1, điều hoà hết bệnh gan thì đến sổ mũi, nước chảy tong tong.
- Toà A3 có 1c thang máy dành cho GV. SV thì cứ cuốc bộ 5,6 tầng mà đi nhá
- Mạng lưới ổ điện han hiếm. số phòng có nhiều ổ điện đếm trên đầu ngón tay. Nghi vấn nhà trường sợ SV bị điện giật nên k làm nhiều
- Nhà xe 4 tầng, có 1 LỐI lên xuống, dốc kém mấy chục độ là thành đường thẳng thôi
- Làm cổng trời trên hội trường A1, kbt để ai đi. Hay có vị nào đặc biệt, đi trực thăng, thả dây leo xuống
- Quả ptb hề vcd, cứ mỗi năm, mỗi kì đập cái này, xây cái mới
- Cuối cùng là thong tin học phí update lẳng lặng từ 1/7, k thông báo cho SV. đến khi SV bức xúc up bài ý kiến trái triều, chưa kịp nóng vấn đề đã bị dập tắt. sau thì mới thông báo mở cổng tiếp nhận thông trên fb, nhưng lại khoá cmt =))).
*ae nào nhà khá giả thì vào, chất lượng đào tạo trường ngon thật. còn ae nào đắn đo về chi phí thì chạy vội",1189
"Nguyễn Dương
Đỗ Dũng
lổ dồi",27
Uit cũng tăng tăng hơn 12% :))),31
Trần Vân Anha,13
"Trần Đức Nhân
nghe bảo bạn all in ptit à",40
"Thii Nhung
lổ to luôn gáiii ơiiii :)))",38
"""học trường này là không tôn trọng công sức bố mẹ"" - trích ai đó bên cs hcm",75
"Hai Tien
nổ rồi chạy đi các cháu ơi",35
Phan Bảo Nguyên,15
Phương Phạm,11
"Ngoc Mai
ngôi trường drama",26
trồn lường,10
"Chạy ngay đi các em, k đùa",26
Top 1 lùa gà,12
"Nguyễn T. Hà Vi
t nghỉ học về quê lấy chồng đây",47
Phương Thảo,11
"Mai Ngọc Minh
chiệu luông",25
ước gì vấn đề này lên thời sự,29
"Trần Nguyễn Nhật Tân
sao ọ",26
"khoá sau vào ptit thì nói sẵn với bố mẹ ăn ở học phí 4 năm rưỡi nửa tỉ là ít nhé, chạy ngay đi đừng nghe seeding bẩn",116
Ae share mạnh,13
Ptit lỏ,7
Trường ngu vcl,14
"Sắp nhập học rồi, thi BẰNG LÁI XE gì chưa các bạn 2k7 ơi
Học phí ưu đãi nhân dịp 80 năm Quốc Khánh chỉ 399 cá
I.b mình liền để đăng ký lịch thi tháng 9 nha",155
Hoàng Mạnh,10
Sơn Đoàn,8
"Hoàng Mạnh
sao the em",21
"Thảo Thảo
kìa vào đánh giá đi",29
"Ngô Văn Đứcc
,
Thai Cam Ly
kìa",30
"Năm 2024 thu tiền học quân sự của hsinh clc là 1150k/ tín. Lúc đi học các thầy quân sự bảo chúng tôi thu bằng này còn trường các bạn thu bao nhiêu tôi kbiet.
Năm 2025 thu tiền học quân sự của hsinh clc là 880k/ tín. Chả hiểu kiểu gì???",235
"Nguyễn Phương Thảo
Ngọc Khánhh
Nguyễn Thị Thanh Thu
Nguyễn Ánh",62
"Thời gian học chính kéo dài khoảng 4 tháng từ 11/08 đến hết tháng 12 là xong 1 kì, nếu tính theo hp trung bình tầm 1tr/ 1 tín thì, mỗi kì học là khoảng 20 tín và học phí là 20 triệu, đó là riêng tiền học không.
Tính ra 20 chia cho 4 thì mỗi tháng học phí hết 5 triệu, học phí PTIT ngang ngửa trường FPT roài còn đâu , mà lương trung bình của người Việt Nam có 7-10tr
, trường thu học phí ác quá trời :(((",404
"Lê Quốc Tuấn
ra trường thôi",27
"Đỗ N.Anh
bảo các e chạy ngay đi nhé",35
"Trường loz mà, chỉ giỏi lùa gà",30
"Phạm Đức Anh
phải mút cái hobo cho ấm thôi nhỉ",46
"Kinh tế, ktoan thì hp ở đhqg hay pit chát hơn v ạ",49
"thôi vậy trượt nv1 đi =))), điểm chuẩn tăng đi đừng giảm nữa",60
"Khánh Lê Duy
hấp dẫn",20
"Lê Phước Khải
khởi nghĩa ik",27
https://www.facebook.com/share/p/1Sm6S1j8ww/ để bài ở đây,57
"Cho các bạn chưa biết CSVC ptit là dàn máy chụp màn hình lag đơ máy phải đổi ca thi nhaaaaa, đi thi thầy cô toàn phải bảo làm tới đâu nộp bài tới đó không máy sập là mất bài :)))))))",182
"Tuấn Nghĩa
Hồng Quang
vào bênh trường đi các em",47
Học viện Công nghệ Bưu chính Viễn thông - PTIT,46
Trg nát mà hp thì cao,21
"Hà My Võ
Trương Bích Ngọc
Thảo Linh
Cloudy Cloudy
góp 1 cmt để vai rồ nào
Edit giật giật cho t",94
Hẳn 1tr 1 tín,13
Những con số biết nói,21
"Không hiểu sao trường lại im ắng thế, thông báo tăng học phí trên web từ tháng 7 mà chẳng có thêm thông tin nào khác, đến tháng 8 sinh viên mới biết thông tin :)))",163
"Tìm hiểu về trường thì toàn photobooth, với coin toàn những cái không thiết thực nhưng cái thiết thực nhất bằng 1 cách nào đó dev của trường như ẩn thông tin vậy tìm kiếm trên google thì không ra mặc dù đã đăng tải- thủ đoạn vl . Học phí thì tăng mạnh từ d23 tức là sinh viên đã chịu lỗ 2 năm rồi,h còn tăng nhẹ 15% như thế, trường thì bảo lắng nghe có họp bàn thì cũng chả nhắc tới học phí cái mà sinh viên quan tâm. Trả lời thắc mắc sinh viên thì biện minh lắm thứ, chỉ giỏi pr bạn nào học maketing thì đăng kí nhá top 1 lùa gà mà.",533
"Nhật Nam
trl",12
"Ng Khánh Linh
nói j đi em",25
trg l có khác,13
"Đừng có vào, thừa tiền k biết vứt đi đâu thì vào. Ghi nhận nhưng không thay đổi",79
"Team mình đang tập xem tarot và TSH. Cần 5 bạn, free",52
"Hoangg Long
tb 36tr/năm",23
"Phùng Thị Hải An
hóng đê",24
đã có ng lên tiếng :)),22
"Phạm Hà
ôi trường a :))",23
Đừng vào,8
"Thao Duy
hít tí đi n ae",23
"Mấy ccho rách hay bợ trường, bênh trường đâu hết rồi, sao để bọn t lộng hành thế:)) vào mà bênh trường của chúng m đi:)) mẹ biết thế đ vào cái trường này",153
Cuối cùng ngày này cũng đến,27
"Kiên Nguyễn
+ 1 gà",18
Nguyễn Duy Bảo Quốc,19
mẹ trường rác vl,16
Hơn cả ăn cuop,14
Tuấn Khang,10
Nguyễn Duy Đạt,14
"Nguyễn Phúc
confirm đi e",24
"Nguyen Phương Anh
may năm cúi r",31
Ngoc Linh,9
"Yen Phuong
nêu cảm nghĩ liền",28
Viral điii,10
Hài k?,6
"Lưu Nga
nhiêu 1 tín dị bà",25
"Chỉ mong D26 và các khóa sau tỉnh ngộ thôi. Tôi D24 thương mình thương cả các em D25. Đừng tin mấy lời PR nhé các em ơi chất lượng giảng dạy đến csvc éo xứng đáng một tí nào. Cải thiện cải thiện mà toàn cái mẹ gì không nào là pcoin, ptb, cổng trời :))) Chỉ được cái pr là giỏi, tô cái mã cho đẹp. Học phí tăng sml cấp số nhân luôn mỗi năm tăng một cục tiền
Biết thế này thì t đã vào TLU cmnr. Hãy đẩy tương tác các cmt bóc trần để cứu người vô tội đi ae.",454
Hien Nguyen,11
Công Khoa,9
"Trịnh Thị Giang
ptit căng quá",29
Nguyễn Tú Anh,13
Nguyễn Thuỷ Trúc,16
Hoàng Tân,9
"Mong TMU tăng vừa thôi, tăng như ptit chắc chết",47
Tân Bùi,7
"Linh Chi
kể đi",14
Lê Hải,6
Ngô Việt Hoàng,14
Lê Đình Phát,12
Trần Trung,10
"Khánh Linh
cứ thế thôi",22
"Vuong Thao
vụ gì vui?",21
"Duc Long
khóc k",15
"Thành Nguyễn
thế có tgia khởi nghĩa k",37
Trồn lường,10
"Trâm Ahn
sợ luônnn",18
"Dme tiền đi phúc khảo thà ra mẹ Ao Sen ăn bát bún còn hơn =))))))) vcl trường
nch k8 né cái trường này ra",105
"Nguyễn Thị Cúc
m đăng đúng không???",35
Giá như ……,10
"Phạm Diệu Thúy
đọc nè",21
"Loann Mai
đã xem và đánh giá",28
Bcuoi vcl=))),13
Có khởi nghĩa nhưng vô vọng :)),31
"Quán nhà e có trên Shoppeefood, Grab, Xanhsm và Be, đang có rất nhiều mã giảm giá hấp dẫn. Mọi người lên tìm “ Cơm Gà Min Food” ạ!!
Menu nhà e gồm có :
- Cơm đảo đùi gà sốt BBQ : 35k
- Cơm đảo đùi gà sốt Thái : 35k
- Cơm đảo đùi gà sốt cay Hàn : 35k
- Cơm đảo đùi gà sốt mắm tiêu : 35k
- Cơm rang thêm : 20k
- Trứng ốp la thêm : 8k
- Coca/ Sprite : 12k
- Bò húc : 15k
40 ngõ 1- Trần Văn Chuông- Yết Kiêu- Hà Đông- Hn
0379805012 để đc FREESHIP ạ",444
Năm sau điểm chuẩn PTIT xuống đáy xã hội,40
"Học là con đường nhanh nhất để thoát nghèo ( hoặc thành công ) nhưng bây giờ phải có tiền đã mới đi được bước đầu trong hành trình đó
.
Đang là sv của trường, thấy học phí năm nào cũng tăng, càng khoá sau vào càng thấy tội các em. Thực sự thì cơ sở vật chất bình thường, đối với các sinh viên ngành kinh tế, thì cơ sở vật chất được dùng cũng chả có gì đặc sắc hay đủ wow, nhưng học phí thì quá cao so với các trường khác. Mong nhà trường xem xét lại việc tăng học phí để giảm bớt gánh nặng cho gia đình và sinh viên đang theo học tại học viện
.
Trân trọng !",557
Nguyen Huyen Trang,18
tăng khiếp,10
"Coi đống phẫn nộ kìa, trường cài vô phải hơm??",46
Phạm Tuân,9
"Hồ Mạnh Duy
kkkk đã he đã he",28
"Đỗ Thuỳ Dương
Phạm Xuân Mai h b s r",35
"Lê Tuấn Hùng
haizz",18
Mưa gió thì thế này thôi kk idtele @vanloc151,45
"Đinh Tuân
minh oan cho trường",29
"nhớ không nhầm thì năm ngoái ở hàng xóm HANU cũng có khởi nghĩa đấy, lên hẳn VTV xong cũng đâu vào đấy thôi",107
"Ngô Trường Thạch
đắt vc",23
Vũ Văn Tư,9
"Hoài Nam
có ổn ko",17
Nguyen T. Thuy Tien,19
Trinh Hoang,11
Học phí chương trình tiêu chuẩn mà 1tr 1 tín á hả các bác?,58
"trường ĐHHL hơn thế, tăng gấp đôi học phí",41
"Phương Trinh
khởi nghĩa đê",26
cho em hỏi hệ rikkeisoft ptit với huhu,38
Nói cho mấy em khoá sau tỉnh táo lên thôi chứ khởi nghĩa gì tầm này đâu rồi cũng vào đây mà. Trường học tôi yêu chỉ ưu tiến sv ngành kĩ thuật điện tử thôi nói không ngoa thì sv kinh tế như “con ghẻ”. Mỗi lần đăng kí tín là khóc lên khóc xuống vì còn cái gì vét thì mình đáy nồi. Ngày đki cuối lại còn mở cho tất cả các ngành đã đki trước đấy nữa chứ,349
"Ko quay đầu kịp nữa anh chị ơi
sao bgio mới có bài này v tr",59
trường lồ*,10
"https://www.facebook.com/BHHHDBV77
GÓC CẢNH GIÁC
mọi người có giao hàng qua bưu điện thì xem kĩ đơn hàng nha quay video khui hàng luôn. hôm nay em mới bị lừa 1 cục hàng vì ỷ y ship quen và gởi vào chỗ cũ. đây là link và sđt của nó, nó sẽ giục mình ck rồi bảo ck nhầm và kêu mình liên hệ cái link ở trên. Nó sẽ kêu mình call video để nó hướng dẫn mình rút tiền hoàn. Và là mất luôn chứ hoàn méo j. Nếu được mn chung tay spam nó nha vì sđt này còn bắt máy và sử dụng link ở trên thì spam nhìu vào ạ. Và mọi người cảnh giác khi nhận hàng nha.",539
Ngoài bắc thì k nói vô cs miền nam coi đi cỏ mọc um tùm còn bắt sv nhổ cỏ ktx trước vô học bóng chuyền còn thua cái nhà trọ 1tr2 t cho mướn. Đây là k muốn nói thẳng đ khác gì cái chuồng. Phòng bàn ghế cũ xì cái trường t tưởng cái nhà ma đi đá giải sv t tưởng đi ra nghĩa địa k. 920/tín ngoài bắc còn xây này kia trong nam thì có cái gì đây,339
"Như Quỳnh
u ok",14
Shao ko đăng cái topic qq này sớm 1 tháng đi,44
"nạn nhân của phúc khảo điểm ở cái trường l này, tiền đấy ra đá bát phở cho ấm bụng thì hơn",90
"Xuăn Thỏ
có j hot",17
"Lee Truong
thi đấu thôi",23
"Tô Thành Tú
tu dung no hien nf t",32
"Trương Thành Phúc
kìa b",23
ôi vch đặt mấy cái nv liền mà điểm là đủ đỗ ấy,46
"vcl sao thả phẫn z ae, tôi xin lửa",34
"Đky xong nv sắp biết điểm chuẩn r mà giờ mới gặp post này, ai cíu nổi em bây giờ",80
Cũng muốn chửi mà k có ẩn danh,30
"Hơn cái trường tư mỗi cái mác học viện, vừa bổ túc vừa đớp sâu",62
"Đức Nam
khổ thân anh vl=))",26
"ê vô duyên v đầy trường công học phí còn đắt hơn bảo nộp hba cx đỗ ? nộp học bạ hệ vhvl hay gì mà bốc phét hơn thánh vậy . Nhìn điểm chuẩn miền bắc mà bảo nộp bừa hba cx đỗ trong khi có lấy điểm học bạ dâu , xét kết hợp mà bốc phét thì cx tìm hiểu chứ k ngta cười cho=))",270
"T ns thật tự chủ kinh tế xong chất lượng cx khác éo gì đâu, tăng hp gấp đôi gấp 3 chỉ béo bọn lãnh đạo trong trường",115
"Ko sao đắt là tốt , giáo viên t bảo học phí rẻ rồi bọn nông thôn , bọn miền núi lên học , ăn mặc thì lôi thôi , thái độ văn hoá kém , học thì lười ăn rồi dình đi làm thêm , ra tr thì bằng khá còn ôm theo 1 đống tệ nạn văn hoá vào trường, xã hội chọn lọc rồi nhà nó nghèo là bố mẹ nó ko giỏi mà gen đã vậy rồi ko khá đc , cho vô chỉ kéo thành thích hình tượng trường đi xuống",374
"Đăng Quý
vãi có cả ptb?:))(",27
Nguyễn Văn Phong,16
"Quang Việt
1m 1 tín =))))",25
=)) drama hay z,15
"Ngọc Ahn
=))",12
Này mà biểu tình sinh viên chắc trg ôm quần xì chạy trc,55
"Tr Q Minh
đcm t gõ chữ T n hiện lên m đầu tiên luôn mà",54
"Elise Diệp
trường bạn nè =)))",29
"Hoạ Sĩ Người Áo
Tất cả đã có công văn, khởi nghĩa cũng chỉ là 1 sự kiện để quảng bá",83
"mình thấy nếu học ptit thì nên học ở Bắc, vì đó là cơ sở chính, nên thứ gì cũng tốt, còn miền Nam thì ...",105
Aof tăng 20℅=))),16
vãi chưởng e tưởng hp rẻ nên đki ptit :)),41
"Dương Trà My
trg b xây ftb à",28
Vương Thành Trung,17
"Hoàng Thị Lệ Quyên
Học phí trường T nào đó :))",46
"D21 tới đoạn thực tập r , vẫn bào à",35
Phạm Hoàng,10
"Nguyễn Xuân Bách
y kien di",26
"Minh Vũ
á đù ptb luôn à",23
Quỳnh Trang,11
Xây ptb trong trường thật hả?,29
chê học phí. chê cán bộ chứ chê đ gì trường:))) cmay đi làm sẽ thấy sếp cmay hay những người giỏi xung quanh cũng toàn ptit đấy nhé:))) đâm lao đành theo lao chứ giờ đi chửi trường khác đ gì tự trát cứt vào mặt mình đâu. lại còn lôi lên gr công cộng:)))),254
Nguyễn Thành Chung,18
"Phạm Như Quỳnh
nghe kêu e đặt nvong ptit",40
"Hạnh Chu
Lê Mỹ Dung
nhảy cổng trời",34
"Ê đcm lúc t còn thấy tiếc vì dki không kịp trường này:)), giờ đọc thấy shock ghê",80
Dm trường ptit ơi,17
"Nguyễn Văn Đức
rất yêu trườnggg",31
"Trường làm truyền thông tốt lắm với bọn cán bộ sv seeding mạnh nữa, giảng dạy thì ok nhưng csvc như cái dbrr nên các e lưu ý trước khi vào nhé vì nó rất không tương xứng với số tiền bỏ ra đâu.Mang tiếng trường trọng điểm này kia oai lắm
, vào TLU hay Haiu học còn hơn trường L này",280
Hải Đăng,8
Vũ Quang Thắng,14
"Nguyễn Đức Bảo
có như cmt k m",29
"may xưa rớt
Vu Ngoc Maai",24
Kiều Linh,9
"Yến Nhii
Nhã Trúc
từ hôm t3 tới giờ vẫn còn nóng trg ng",55
"Ihavenoidea Whatisgoinon
vô coi trước cho khỏi bỡ ngỡ nè",56
"Công Phạm
=?)))",15
Qynh Nhu,8
kiểu j thì cx thành thông báo thành tiền hết r có khởi nghĩa trên mạng cx vô ích...,83
Bùi Hiệp,8
Thuỳ Dương,10
"Tr Thảo
kể coi",14
Trường củ cặc,13
đụ má nó lúc tuyển sinh nó dám nói hphi bên trường chi trả clj svien chỉ cần trả 2 củ hphi t nghe mà đã sôi máu r,113
"Duy Phú
nghe chửi trường đã quá nè",34
"Hai Yen
may hồi đó nghĩ k ai học kiểm ở ptit cả",47
"Nhật Trang
yêu trường",21
"Nguyễn Hữu Đại
trường m à",25
"Đàoo Đạtt
mong là đỗ hust đi",28
đã đăng ký nguyện vọng vào trường và đọc cmt khóc thét,54
Tuan Duyy,9
Thu Nguyên,10
"Phúc Quảng
vô đọc giải trí đê",29
"Minh Phương
vào khen trường b tí đi này",39
"Đức Phan
có ptb thật k để sang chụp",35
"Đức Phan
nhiêu",14
"Nhi Phương Nguyễn
chửi trường mấy nay",37
Bùi Nhật,8
còn cao hơn hệ tiên tiến ở hust :)),35
"Nguyễn Thị Minh Nguyệt
hóng đi",30
"Phúc khảo, khảo sát, phản hồi ý kiến là thứ éo bao giờ tồn tại ở cái ptit này, thu tiền thì nhanh lắm phút mốt đóng cái là update đã thanh toán. Csvc thì t nhìn từ lúc nó còn tàn đến bgio cải thiện nch chán. Gvien là có nhiều ng tâm huyết là thứ níu lại 1 ưu điểm",263
Doan Diem,9
"Quang Vinh
phô tô búc thật à :)))",33
Khôi Vũ,7
Vào utc học phí là rẻ nhất rồi,30
Drama học phí của đại học Mở HN mới chất,40
Luu Hong Nhung,14
Ngoc Anh,8
"ờ dm xong t đky nv xong hết r, chưa bh t lo đậu mấy nv đầu như bh, kiểu vừa lo trượt thì k đúng ngành mình thích, đậu thì tiền đâu mà học ^^",140
"Trí Võ
gần bằng phenikaa",24
giờ mấy thấy ac ơi,18
"Gia Kiệt
m chửi trg f học phí cao nữa đi",40
Minh Thu,8
"Duy Khanh
hẹ hẹ mai sờ cun",26
"Phùng Ngọc Duy
nhỉ=))",21
Anthony Luân,12
"Đăng Hải
boc fot",16
"Ngta bảo đầu tư vào giáo dục là sự đầu tư khôn ngoan, cứ như này chẳng mấy chốc mà thành triệu phú",98
Khánh Linh,10
"Tiến Khôi
người không bao giờ lo lắng học phí",45
"La Phan Phi Yến
phải hôk",24
Phương Su,9
"Dương Ngân Hà
kìaaa",19
"Vũ Như Quỳnh
cno chê trường tôi đắt nma nhìn này thì trường tôi như cho hs nghèo",80
miền bắc hay miền nam vậy,25
Lê Trọng Hiếu,13
Vào utc cho rẻ mấy bé ơi,24
Trung Kiên,10
"Nguyễn Duy
tôi nghĩ lại rồi",27
"PTIT vẫn còn nhận hồ sơ các ngành hot như CNTT, QTKD SỐ – đủ các khối A00, A01, D01, X06, X26 luôn. Nhắn chị hỗ trợ
Học bạ chay vẫn xét đc nha",142
"Trong gr thông tin ptit e thấy dưới cmt có cái link khảo sát của một a sinh viên, ac có thể vào đó để lên tiếng được không ạ. E 207 có đặt nv vào trường, không biết đỗ không nhưng giờ e rén quá, sáng nay mới thấy thông tin tăng học phí :))). Xem trên toptop e tưởng trường đỉnh lắm
.",283
Trường nào đó ở hn cũng tăng từ 400 lên 600 mà csvc thì ba chấm. Svien ý kiến thì xoá bài hợ hợ hợ,98
"Nguyen Thai Bao
bảo là đừng up nữa mà",37
Thực ra thì thứ t cần là thang máy,34
ditme lỡ đặt r mong xuống nv 3 hoặc 5 làm ơn,44
Lọ Truy Sát,11
May quá ngày xưa quay xe kịp,28
"Viet Anh
sướng",14
Quynhh Anhh,11
Dương Kiến Quốc,15
"7 nv đầu vào ptit, kiểu này còn đường nào cho em nữa đây",56
"Trường cn việt trì(ở phú thọ)
545k/tín thấy cũng rẻ",51
"Đinh Bá Cương
IT ptit kìa",25
"Xuân Thông
xin lửa",18
"Trần Thối
lửa",13
"Nguyễn Bảo
buồn vậy hả e",24
"Cho quả DRAMA học phí KMA đc không
Tăng lố % đc cho phép luôn r nè",66
Nguyễn Lan Anh,14
Aaaa sao bài này lên muộn vậy e 2k7 đki nv vô trg đọc xong hoang mang wée,73
"tus này
Hương Giang
chắc vui thầm",33
"Hoàng Xuân Đức
ủa ê",19
Ng Quynh Trang,14
"Châu Minh
Hoà
quá đã",20
"Có bạn học trường này, nghe bạn mình kể là bảo vệ thực tập hay bảo vệ khoá luận ấy, hnhu là thực tập, phải mời cả lãnh đạo cty ấy đến ngồi cùng. Cười ỉa đùn đùn",160
Hồng Ngọc,9
Nguyễn Hà,9
"Pham Truong Phuoc
khóc chưa",27
"Cái trường rách này thì đóng cửa đi
Csvc thì như ... Ko lo cải thiện mà chỉ lỡ mấy cái vớ vẩn lùa sinh viên khóa sau",116
Hẹ hẹ ko muốn bị trừ drl đâu,28
"Thanh Tam
bỏ chưa",17
"Đùa chứ D22 đã phải chuyển ra cơ sở phụ rồi, học phí không giảm thì thôi lại còn tăng thêm. Lúc tuyển sinh thì bảo ""học viện đảm bảo học phí mỗi năm tăng không quá 15%"". Dạ vâng, năm nào cũng tăng gần 15%, thế sao lúc PR không nói luôn là 12,13% mỗi năm đi. Đứng ở góc độ ""doanh nghiệp kinh doanh giáo dục"" thì có thể nói là do lạm phát, đầu tư csvc(không đáng kể), ... Vậy đứng ở góc độ người mua dịch vụ thì sao chúng em phải bỏ nhiều tiền hơn để mua một sản phẩm có chất lượng ngày càng đi xuống. Thực sự thì bố mẹ em cũng chỉ là nông dân, tiền lương mỗi tháng không tăng, vậy mà học phí thì tăng nhanh hơn giá vàng. Học phí tăng đều vậy không biết lương của giảng viên có tăng tương đương không.
Nay ngồi tự học trong phòng có ông còn nói ""Ngồi một mình, mình không có trách nhiệm phục vụ"" sau đó tắt quạt của mình đi. Ủa ? thật... Vậy tiền học phí bọn em bỏ ra để mua cái gì ạ???
Nay thấy trường lên báo ""Sinh viên sẽ được đào tạo qua các dự án, ĐƯỢC TRẢ LƯƠNG từ năm thứ nhất, ..."" nghe mà nực cười. Sao nhà trường lại nói chung chung thế, mốc thời gian cụ thể là bao giờ, số lượng chính xác sinh viên được đi thực tập có lương ngay từ năm nhất là khoảng bao nhiêu ạ? Thật sự thì cái chúng em cần là học phí không tăng, cơ sở vật chất phát triển chứ không phải những cái ""bánh vẽ"" đó ạ.
Biết là đã quá muộn đối với 2k7, nhưng 2k8 nếu có thấy những dòng này thì làm ơn CHẠY NGAY ĐIIII
Lời sau cuối, mấy ông ở trên đớp ít thôi",1430
Tuấn Anh Da Vinci,17
"Vũ Dịu
đúng là người ngoài ao ước người trong ước out :)))))",60
dkm lỡ đặt 3nv trường luôn r mong trượt hết,43
Rửa tý coin thôi các em thông cảm,33
"Nguyễn Ngọc Định
. Khó",22
"Bảo s t thấy trg này xịn quá, có cả khu ptb free cho sv vs 1 vào khu khác",73
"Ngọc Ánh
omg trường bạn nè",26
minh anh ˑ,10
Ố là la,7
"Học phí thì lên tới 1tr/tín mà cái cơ sở vật chất ở miền nam thì nó xuống cấp lắm rồi, nhất là cái toà E đứng ở hành lang lầu 3 mà nhìn xuống sàn nhà còn có thể nhìn xuống lầu 2 luôn đc đấy, mà toà đó vẫn còn đang đc sử dụng để dạy học luôn đấy, tưởng tượng cảnh 1 hôm nào đó xảy ra vấn đề xem",293
"Ngô Hoàng Duy
tu hao ptit",25
"Mình pass ạ, ai có nhu cầu ib trao đổi giá",42
"Nguyễn Thị Thúy Huyền
lại phải để đại gia nhà mình lên tiếng r
Thế Manhj",72
"Thảo Linh
:)))",14
"Thuy Duong
có thể chửi trường cả đời",36
"Trường phản hồi cho sinh viên như văn chatgpt, trả lời cho có không đúng trọng tâm. Văn bản học phí dấu đỏ đăng trên web vào T7 nhưng không thông tin trên face giáo vụ hay slink cho sinh viên ( đăng âm thầm và giờ tìm bài cũng k thấy). Học phí còn không xứng với chất lượng vậy mà đi học thầy cô bảo các em nên biết rằng học phí của trường rất rẻ so với trường công khác ( hơn triệu 1 tín thì rẻ cái gì, tiền chứ có phải lá mít đâu). Thang máy toà A3 xây ra dành cho giáo viên còn sinh viên phải leo lên tầng 5,6 để thi. Ổ điện cái được cái không. Chả hiểu xây cái cổng trời để làm gì :)))).",591
thôi thì bỏ thay trg khác,25
"Nguyen Duy Hung
nv1 của bạn kìa",31
"Mai Anh
ptb đẹp đó",18
"Trần Vũ
cần review",18
"Học viện Công nghệ Bưu chính Viễn thông
trường ơi huhu bọn em cầu xin trường",76
Tui điền đỗ ptit r lsao đây ae,30
"Nguyễn Huyền Diệp
=))",21
Căng đét,8
Tuan Vu,7
"Mihnn Twu
drama học phí ép bê tẹ hay hơn",40
"Phạm Vũ
rv phát",15
"Hồngg Thắm
nghỉ học lấy chồng thôi m",36
"Thiên An
mới nhắc :))",21
"Nguyễn Anh Duy
em tui còn ổn k",30
"Việt Anh Nguyễn Gia
vl trường có cả ptb :)))",44
Dm năm cuối r dell tha,22
"Nguyễn Hồng Trang
kh chỉ riêng em",33
sao topic này lên muộn z tr,27
"Phan Dũng
Thanh Binh Nguyen",27
Djt mẹ cái trường này,21
"Nguyễn Hải
may m né kịp",23
"Nguyễn Tú
toi muon chup phô tô bút",34
Cường Phạm,10
"Lê Hoàng Nam
khó",16
Le Thi Thuy Hang,16
Duy Bùi,7
cs cq đã nnay rồi :)) cs vhvl chỉ muốn nghỉ học,47
"Thu Linh
m đó",13
"Akiho Komi
mái trường mến yêu",29
"Dang Son
ds mention",19
"Nếu ai ko có kinh tế thì đừng vào, t đã phải bỏ học vì trường tăng học phí",74
"Ng Anh Quân
nghe bảo b chửi",27
Ghê vậy seo,11
Tăng 15% hơi ít e muốn tăng 30% ạ,33
Học phí cao quá trời-)),23
Drama học phí của trường V nào đó Nguyễn Chí Thanh cũng hay phết tăng hơn 36% tí thôi,85
"Khởi nghĩa cỡ nào rồi cũng bị dập tắt thôi. Năm ngoái Hanu cũng rùm beng như thế, năm nay lên 780k/tín thường rồi đây.",118
"Nguyễn Phương Linh
nè",21
"Trần Nhật Minh
seo v b",22
"Nam Nguyễn
mình học cũng cũng thôi he :((",41
"Nguyễn Linh
ptit-er vào bày tỏ cảm xúc đi",41
"Thực sự là khi nghe bn t bên Neu kêu 1 tín 500k , t đã hối hận ngày xưa sao lại đặt nv vào cái trg này vậy chứ, chạy đi các e ơi, vào trg nào uy tín chứ đừng vào trg này",169
"Cái hồi t học có 500k 1 tín =)) năm 4 là đã gần 700k rồi. Giờ tân svien chịu hết
, cấm có đứa nào dám trượt môn",111
"Đăng Đoàn
Kết kìa bạn 15%",25
"TÓM TẮT NHỮNG GÌ T HIỂU ĐƯỢC
1. Kín tiếng việc tăng học phí
2. Trường muốn kinh doanh PhotoBooth nhưng không muốn bỏ vốn ra làm",127
Sao giờ mới đăng. Duma hy vọng rớt trường này,45
Học phí ghê vc trc thừa điểm vào nhưng né nè,44
Luân Khánh Lương,16
"Thu Trang
ko còn j để lói",25
"Trần Thị Huệ
đủ chạy chưa",25
trg lol lùa gà,14
Ng Ha Trang,11
Quỳnhh Trâm Nguyễn,18
Nguyễn Hiếu,11
đẩy tương tác nào ae,20
Thu Thủy,8
Nguyễnn Duy,11
sao bài này đ đăng trc khi đặt nv đi mà h mới đăng v tr,55
Kêu to vào các e trc hau đối diện sv kêu to quá hoãn tăng học phí 1 năm đó,74
