comment,label
Bán đồ lót nữ sinh đã qua sử dụng. 👙 Mùi hương chân thật. Anh em có nhu cầu dr kín đáo nhé.,1
"Có ai biết quán bún đậu nào nhiều thịt, nhiều topping không ạ?",0
"Nhóm Zalo chia sẻ kèo bóng cỏ, tip nội gián. Tỉ lệ thắng 90%. ⚽️ Ae vào bờ cùng anh em mình.",1
"Mày nghĩ mày là ai mà dám chửi nó? Nhìn lại mình đi, con chó.",0
"Bán tài khoản Netflix, Spotify, Youtube Premium. 🎬 Đồng giá 30k/tháng. Bảo hành uy tín. Ib để chốt đơn.",1
"Thằng thầy dạy môn này vừa già vừa dê, toàn lựa mấy em xinh để hỏi bài.",0
Thi lại tốn tiền vcl. Đéo muốn xin tiền bố mẹ nữa.,0
"Bạn muốn kiếm 300k/ngày? Tải app ABC, nhập mã XYZ để nhận ngay 50k. 💸 Rút tiền về Momo sau 1 phút.",1
"Cái loại bạn như mày, tao đéo thèm chấp.",0
"Sim số đẹp, sim năm sinh. 📱 Giá sinh viên. Chọn số miễn phí. Ib mình để được tư vấn.",1
"Có ai đăng ký thi lại môn GDTC không, lập team ôn đi.",0
Con đĩ đấy cặp với đại gia mà cứ lên mạng rao giảng đạo đức. Tởm vcl.,0
"Dịch vụ viết thuê luận văn, đồ án tốt nghiệp. 🎓 Đội ngũ thạc sĩ, tiến sĩ nhiều kinh nghiệm. Cam kết điểm cao.",1
Đm thằng nào đi xe máy trong sân trường mà nẹt pô inh ỏi. Vô học.,0
Có ai biết cách fix lỗi font chữ trong slide không ạ?,0
Pass lại vé concert Taylor Swift tại Sing. 🎤 Do mình không sắp xếp được lịch bay. Giá gốc + phí đổi tên.,1
"Mày là cái thằng đần độn, não toàn tinh trùng à?",0
Học xong đói quá. Có đứa nào đi ăn với tao không?,0
"Cần tìm người share phòng trọ khu vực Mỹ Đình, 1tr8/người. Yêu cầu sạch sẽ, có ý thức.",0
"Bán tài khoản VIP các trang web cá độ, casino online. 🎰 Nạp 1 được 2. Hoàn trả không giới hạn. Ib để nhận link.",1
Đm cái thằng lồn nào lấy trộm đôi dép của tao ở trước cửa phòng. Bố mày mà biết thì mày chết mẹ.,0
"NHẬN LÀM GIẤY KHÁM SỨC KHỎE, GIẤY NGHỈ ỐM HƯỞNG BHXH. 📄 Dấu đỏ bệnh viện, ship hỏa tốc. Ib Zalo để được tư vấn.",1
"Mày là cái loại súc vật, bạn bè khó khăn đéo giúp được đồng nào còn quay ra cắn. Cút mẹ mày đi.",0
"Link group Telegram tổng hợp clip drama, phốt của các hot girl. 🔞 Full không che. Link ở bio, free 50 slot đầu.",1
Học xong môn này tao thấy não mình như bị teo lại. Đéo hiểu giảng cái lồn gì.,0
"Bạn muốn kiếm 500k-1tr/ngày? 💸 Tham gia nhóm đầu tư tài chính 4.0. Chuyên gia đọc lệnh, cam kết lợi nhuận. Ib mình để vào nhóm.",1
Có ai có đề cương ôn thi môn Lịch sử Đảng không cho mình xin với. 🙏,0
"Dịch vụ đòi nợ thuê cho sinh viên. 👹 Lấy lại tiền từ những thằng bạn chó má. Nhanh gọn, kín đáo. Liên hệ Zalo...",1
"Con đĩ đấy thảo mai vcl, trước mặt thì ngon ngọt sau lưng thì nói xấu như chó.",0
"Tuyển 15 bạn nữ livestream app hẹn hò. Chỉ cần xinh, nói chuyện có duyên. Lương 15-30tr/tháng. Dr để phỏng vấn.",1
Cái thằng óc cặc đấy đá bóng ngu như lợn mà cứ thích thể hiện.,0
Đm lại hết tiền ăn. Kiếp sinh viên khổ vcl.,0
"TOOL BUFF MẮT LIVESTREAM, TĂNG TƯƠNG TÁC. 🚀 Giúp bạn bán hàng nghìn đơn. Giá chỉ 199k/tháng. Ib để được dùng thử.",1
Có ai biết cách fix lỗi máy tính tự động restart không ạ?,0
"Bán tài khoản Canva Pro, Grammarly, Quillbot. ✍️ Đồng giá 30k/tháng. Hỗ trợ học tập, làm luận hiệu quả.",1
Mày là cái loại đéo có não à? Đăng cái status ngu lồn.,0
Thi lại môn Triết học. Cay đéo tả được.,0
"Pass lại vé xem show của Lệ Quyên. 🎤 Do mình có việc bận. Vị trí đẹp, giá gốc.",1
"Thằng thầy dạy môn này hãm lồn vcl, toàn trù sinh viên.",0
"YẾU SINH LÝ, CHƯA ĐẾN CHỢ ĐÃ HẾT TIỀN? 💊 Kẹo ngậm thảo dược, kéo dài cuộc yêu. Kín đáo, hiệu quả. Dr ngay.",1
Có đứa nào biết info con bé xinh vãi lồn khoa Marketing mới vào không?,0
Bạn đang cần tiền gấp? 💰 VAY TIỀN ONLINE không cần gặp mặt. Chỉ cần ảnh CMND. Duyệt hồ sơ trong 5 phút.,1
Đứa nào có link torrent bộ phim The Boys mùa mới không cho tao xin.,0
"Cái loại bạn như mày, sống chỉ thêm chật đất. Cút.",0
"Nhận cày thuê rank LMHT, Valorant. 🎮 Kéo rank thần tốc, giá sinh viên. Uy tín, bảo mật acc.",1
Học xong đói vcl. Có đứa nào đi ăn đêm với tao không?,0
Con ml đấy vừa xấu vừa vô duyên mà cũng có người yêu. Đúng là nồi nào úp vung nấy.,0
Deadline dí đến đít rồi mà máy tính hỏng. Đen như con chó mực.,0
Đm cái thằng chó nào ném rác qua ban công phòng tao. Bố mày mà bắt được thì mày xác định.,0
"🔥 TOOL HACK TÀI XỈU, BACCARAT ONLINE 🔥 Tỷ lệ thắng 98%. Giúp anh em về bờ an toàn. Ib để được cài đặt và hướng dẫn.",1
"Mày là cái loại bạn bè đéo gì thế? Thấy tao có người yêu là quay ra ghen ăn tức ở à, con đĩ.",0
"Tuyển nhân viên nhập mã captcha tại nhà. 💻 Việc nhẹ lương cao, 200-300k/ngày. Rút tiền về tài khoản ngân hàng. Ib để nhận việc.",1
Có ai biết chỗ nào bán bánh mì dân tổ ngon không? Sáng mai tao phải đi học sớm.,0
"Nhận làm bằng tốt nghiệp, học bạ, chứng chỉ Tiếng Anh. 📜 Phôi thật 100%, bao công chứng. Kín đáo, uy tín. Dr Zalo...",1
"Cái thằng lồn dạy môn thể dục, vừa dê vừa hãm, toàn lựa mấy em xinh để nắn bóp.",0
"Bán tài khoản VIP các app hẹn hò Tinder, Bumble. 💘 Tăng match, auto swipe. Giúp ae FA tìm gấu. Giá chỉ 49k/tháng.",1
Mày nói chuyện nghe như một thằng bại não vậy. Cút mẹ mày đi cho trong lành.,0
Thi xong môn cuối rồi chúng mày ơi. Xõa thôi. 🎉,0
Bạn muốn kiếm tiền thụ động? 💸 Tham gia hệ thống affiliate marketing của chúng tôi. Hoa hồng lên đến 50%. Link đăng ký ở bio.,1
"Con ml đấy sống lỗi vcl, vay tiền cả phòng xong bùng mẹ luôn.",0
Học xong ngành này ra trường đéo biết làm cái lồn gì. Chán vcl.,0
Pass lại vé xe về quê ăn Tết. 🚌 Giường nằm Limousine. Do mình được nghỉ sớm hơn. Giá gốc.,1
Có ai có link tải game God of War crack không cho tao xin với. 🙏,0
Cái loại rẻ rách như mày thì chỉ xứng đáng dùng hàng fake thôi.,0
"Tuyển sugar baby, sinh viên năm 1, 2. Ngoan, biết nghe lời. Daddy chu cấp 20 củ/tháng. Dr info + ảnh kín đáo.",1
Đm lại phải đóng tiền học phí rồi. Xót cả ruột.,0
Mày là cái thằng óc chó à? Bài dễ thế mà cũng đéo làm được.,0
"Nhận thi hộ, điểm danh hộ tất cả các môn. ✍️ Đội ngũ SV giỏi, cam kết qua môn. Bảo mật thông tin tuyệt đối.",1
Thằng thầy dạy môn C++ giảng như cái cặc. Đéo hiểu con mẹ gì cả.,0
"Bán acc Tiktok 100k follow. 🚀 Tương tác thật, phù hợp cho ae bán hàng online. Giao dịch trung gian.",1
Deadline ngập đến cổ rồi. Cứu tao với chúng mày ơi.,0
"Con đĩ đấy suốt ngày lên mạng sống ảo, chứ ngoài đời thì xấu như ma.",0
"Bạn đang bị nám, tàn nhang? ✨ Kem trị nám gia truyền, hiệu quả sau 1 liệu trình. Cam kết hoàn tiền nếu không đỡ.",1
Có đứa nào đi xem giải bóng đá sinh viên chiều nay không?,0
"Mày là cái loại súc vật, đéo có đạo đức à?",0
"Nhận order quần áo, giày dép Quảng Châu. 👕 Hàng về sau 5-7 ngày. Công mua hộ rẻ nhất Vịnh Bắc Bộ.",1
Thằng bạn cùng phòng ở bẩn như một con lợn. Quần sịp vứt lung tung. Tởm vcl.,0
Mày bớt sủa đi được không? Nghe nhức cả đầu.,0
"Bán tài khoản ChatGPT 4.0, Midjourney. 🤖 Hỗ trợ anh em sinh viên chạy deadline, làm đồ án. Giá chỉ 50k/tháng.",1
"Đm thằng nào đi xe bus không có ý thức, chen lấn xô đẩy như một con súc vật.",0
"Cần tìm người share tiền thuê sân bóng chiều mai. Sân 7, 150k/giờ. Thiếu 3 người.",0
"Bạn muốn kiếm 1-2 củ/tuần? 💰 Tuyển CTV chốt đơn hàng thời trang. Không cần vốn, làm tại nhà. Ib để được training.",1
Con ml đấy được học bổng chắc lại đi ngủ với thầy giáo chứ học hành cc gì.,0
"VAY TIỀN CHỈ CẦN THẺ SINH VIÊN. 🔥 Lãi suất thấp, giải ngân trong 5 phút. Không gọi điện cho người nhà. Bấm vào link ở bio.",1
Thằng lồn nào lấy trộm cái mũ bảo hiểm của tao ở nhà xe. Bố mày mà thấy thì mày ăn cặc.,0
"Nhận làm chứng chỉ Tin học, Tiếng Anh quốc gia. 📜 Bao soi, bao công chứng. Uy tín, kín đáo. Dr Zalo để trao đổi.",1
Mày là cái loại bạn bè đéo gì mà thấy tao bị chửi đéo bênh được một câu? Hèn như chó.,0
"Tuyển sugar baby ngoan, kín đáo. Daddy lo chu cấp full từ A-Z, 25 củ/tháng. Yêu cầu ngoại hình ưa nhìn. 🌹",1
Học xong môn này tao thấy mình đần độn hẳn ra. Đéo hiểu thầy giảng cái lồn gì.,0
Link group Zalo xem clip xxx của các em gái sinh viên. 🥵 Free slot cho 200 ae đầu tiên. Link ở bio.,1
Đm lại phải học lại. Tốn tiền của bố mẹ vcl.,0
Cái con đĩ đấy xấu như ma chê quỷ hờn mà suốt ngày đăng ảnh câu like.,0
Bán tài khoản Netflix Premium 4K. 🎬 Xem phim không giới hạn. Giá chỉ 40k/tháng. Bảo hành full time.,1
Có ai biết chỗ nào bán phở cuốn ngon ở khu vực Cầu Giấy không?,0
Mày là cái thằng óc lợn à? Nói mãi mà đéo hiểu à?,0
"TOOL AUTO LIKE, CMT, SHARE FACEBOOK. 🚀 Giúp bạn kéo tương tác, bán hàng hiệu quả. Giá sinh viên. Ib để dùng thử.",1
"Thằng thầy dạy môn này hãm vcl, suốt ngày đạo lý.",0
"Nhận cày thuê Elo, rank game Tốc Chiến, Liên Quân. 🎮 Kéo rank thần tốc, giá rẻ. Uy tín, không phá acc.",1
Deadline dí đến đít rồi mà mất mẹ nó mạng. Cay vcl.,0
Mày câm mẹ cái mồm thối của mày vào đi.,0
"Bạn đang bí ý tưởng làm bài tập lớn? 🔥 Bán 1000+ báo cáo, đồ án các ngành kinh tế, kỹ thuật. Giá chỉ từ 50k/bài.",1
Có đứa nào đi xem Ravolution Music Festival không? Lập team đi cho vui.,0
Cái loại rẻ rách như mày thì đéo có tư cách nói chuyện với tao.,0
"Nhận order hàng US, UK. ✈️ Cam kết auth, full bill. Công mua hộ rẻ. Hàng về sau 2-3 tuần.",1
"Thằng bạn cùng phòng ở bẩn như lợn, bát đũa ăn xong đéo rửa. Tởm vcl.",0
Có ai biết cách xin gia hạn học phí không ạ? Nhà em đang có việc.,0
Pass lại con acc Valorant nhiều skin súng. Rank Vàng. Do không có thời gian chơi. Giá 5 lít.,1
"Học xong đói quá, có đứa nào đi ăn đêm không?",0
Ae cho hỏi build PC tầm 20 củ thì nên đi chip Intel hay AMD nhỉ? Nhu cầu vừa game vừa code.,0
"🔥 BÁN DATA 5000 SINH VIÊN CÁC TRƯỜNG TPHCM 🔥 Full info (SĐT, email, trường, ngành). Phù hợp cho ae chạy sale, marketing. Ib kín.",1
"Tối nay MU đá, thằng nào fan MC thì câm mẹ mồm vào nhé.",0
"Nhận unlock iCloud, bypass iPhone, iPad. 📱 Nhanh chóng, giá rẻ. Hỗ trợ mọi đời máy. Dr để được tư vấn.",1
Con laptop của tao vừa hết bảo hành thì lăn ra hỏng main. Đm đúng là số chó.,0
"Tuyển 30 bạn làm việc tại nhà. Chỉ cần copy-paste, thu nhập 2-4tr/tháng. 💻 Không yêu cầu kinh nghiệm. Ib mình để nhận JD.",1
"Mọi người ơi, thủ tục xin cấp lại thẻ sinh viên bị mất có phức tạp không ạ?",0
Bàn phím cơ switch brown gõ sướng thật sự. Êm hơn hẳn con blue cũ của tao.,0
"Link group kín Zalo chia sẻ clip 2k4, 2k5. 🥵 Full HD không che. Vào nhanh trước khi full slot. Link ở bio.",1
Mày là cái loại bạn bè đéo gì mà thấy tao bị bắt nạt thì trốn như chó?,0
Học ngành IT năm nhất thì nên mua laptop nào tầm 15 củ vậy mng?,0
"Bạn muốn kiếm 500k/ngày? 💸 Tham gia hệ thống TÀI XỈU của chúng tôi. Kéo 1-1, cam kết thắng lớn. Add Zalo để vào nhóm.",1
Thằng lồn đấy đá bóng ngu như lợn mà cứ thích cầm bóng đột phá.,0
"Pass lại con chuột Logitech G Pro X Superlight. Hơi cũ, bị double click. Giá 3 lít cho ae về sửa.",0
"Dịch vụ viết thuê, chạy deadline các môn đại cương. ✍️ Nhanh, rẻ, uy tín. Cứu ae qua mùa thi cử.",1
Idol của chúng mày đấy à? Nhìn như thằng nghiện. 😂,0
"Có ai biết chỗ nào vệ sinh laptop, tra keo tản nhiệt uy tín ở Hà Nội không ạ?",0
"Bán tài khoản VIP các trang phim người lớn. 🔞 Full thể loại, không quảng cáo. Kín đáo, an toàn.",1
"Đm cái thằng bạn cùng phòng, đêm thì ngáy như sấm, sáng thì đéo dậy tắt báo thức.",0
Có ai biết cách cài Win 11 không bị lỗi không?,0
"Nhận làm bằng tốt nghiệp, chứng chỉ IELTS 7.0+. 📜 Phôi thật, bao soi. Giúp bạn có CV đẹp. Ib để trao đổi.",1
"Mọi người ơi, học bổng khuyến khích học tập đã có kết quả chưa ạ?",0
"Cái loại rẻ rách, mở mồm ra là điêu.",0
"VAY TIỀN ONLINE - CHỈ CẦN CMND. 💰 Không thẩm định, không gọi người thân. Duyệt vay trong 3 phút. Tải app tại...",1
"Em là nữ, đang phân vân giữa Dell XPS và Macbook Air M1. Nhu cầu văn phòng, giải trí nhẹ nhàng. Nhờ mn tư vấn.",0
Thằng chó đấy vay tiền tao mua bàn phím cơ xong bùng mẹ luôn. Cay.,0
"Tuyển sugar baby, chu cấp 15 củ/tháng. Yêu cầu ngoan, biết chiều. Daddy ở Hà Nội. Dr info kín.",1
Tối nay có ai xem C1 không? Real Madrid chấp mấy quả nhỉ?,0
"Bạn cùng nhóm làm ăn như cái lồn, deadline đến đít rồi mà slide còn chưa xong.",0
"Bán acc Steam full game AAA. 🎮 GTA V, Cyberpunk, Elden Ring... Giá chỉ 500k. Giao dịch qua trung gian.",1
Có ai biết chỗ nào bán ram laptop cũ giá rẻ không?,0
Con đĩ đấy cặp với cả khoa mà cứ tỏ ra mình là gái nhà lành. Tởm vcl.,0
"Nhận order phụ kiện PC (VGA, RAM, SSD) từ Amazon, Newegg. ✈️ Hàng về nhanh, giá tốt hơn trong nước.",1
"Đm mạng wifi ktx như cc, xem youtube 360p còn giật.",0
Mọi người cho em hỏi học ngành an toàn thông tin ra trường có dễ xin việc không ạ?,0
Nhà bạn chắc không có gì ngoài điều kiện nhỉ? Thấy đổi điện thoại liên tục.,0
"Bán tài khoản Office 365, Google Drive không giới hạn dung lượng. 💾 Lưu trữ tài liệu an toàn. Giá 100k/năm.",1
"Thua độ trận bóng tối qua, cay như dái.",0
Mày là cái thằng óc lợn à? Code sai logic mà cứ thích cãi.,0
Có ai biết cách cài dual boot Windows và Ubuntu không bị mất dữ liệu không?,0
"Bạn muốn x5, x10 tài khoản? 🚀 Tham gia nhóm tín hiệu coin của chúng tôi. Hoàn toàn miễn phí. Link Zalo ở bio.",1
Chạy xong cái đồ án này chắc tao đi tu.,0
Cần tìm người share acc ChatGPT Plus dùng chung.,0
"Tuyển CTV bán sim số đẹp, thẻ cào chiết khấu cao. 📱 Không cần vốn. Phù hợp cho SV kiếm thêm.",1
Có ai biết cách root điện thoại Android an toàn không ạ?,0
"Mày bớt sủa lại đi, nghe nhức cả đầu.",0
Đội bóng trường mình đá giải sinh viên toàn quốc có vào sâu không mng?,0
"Nhận chạy quảng cáo Facebook, Google cho các shop. 🔥 Cam kết ra đơn, target đúng đối tượng. Ib để được tư vấn miễn phí.",1
"Cái loại bạn như mày, sống chỉ tổ chật đất.",0
"Em là sinh viên năm nhất, có nên đi làm thêm ngay không hay nên tập trung học ạ?",0
Bán tài khoản Adobe full app bản quyền. 🎨 Dùng cho cả Windows và Mac. Giá chỉ 50k/tháng.,1
Thằng lồn đấy hack game mà cứ làm như mình pro lắm.,0
Có ai biết cách kết nối tay cầm PS4 với PC không?,0
Pass lại con màn hình 27 inch 2k 144hz. Còn bảo hành. Mua về mà card không cân nổi. 😭,0
"Nhận cài win, vệ sinh laptop tại nhà. 💻 Sạch sẽ, nhanh chóng, giá sinh viên. Có mặt sau 30 phút.",1
Chia tay người yêu xong cảm thấy trống rỗng vcl.,0
Có ai biết chỗ nào bán card màn hình cũ uy tín không?,0
"TOOL AUTO FARM GAME, TREO ACC 24/7. 🤖 Hỗ trợ mọi game mobile. An toàn, không khóa acc. Ib để nhận link tải.",1
"Đm cô giáo dạy môn này nói giọng khó nghe vcl, chả hiểu cc gì.",0
"Cần tìm người share acc Netflix Premium, 40k/slot xem 4K. Yêu cầu xem đúng profile.",0
"🔥 VAY TIỀN ONLINE - DUYỆT TỰ ĐỘNG SAU 2 PHÚT 🔥 Không cần gặp mặt, không gọi người thân. Chỉ cần CMND. Link vay ở bio.",1
"Tối nay Liverpool đá với Chelsea, anh em bắt kèo nào?",0
"Nhận cày thuê rank, kéo rank game Valorant, CSGO. 🎮 Kéo lên rank mong muốn chỉ trong 1 đêm. Uy tín, bảo mật.",1
Con laptop gaming của tao nóng như cái lò than. Chơi game tí mà sụt FPS vcl.,0
"Bạn muốn kiếm thêm thu nhập? 💸 Tuyển CTV bán vé máy bay, tour du lịch. Chiết khấu cao. Làm việc online.",1
"Mọi người ơi, môn Vật lý 2 có khó hơn Vật lý 1 nhiều không ạ?",0
Bàn phím cơ Quang học gõ có khác biệt nhiều so với phím cơ thường không mng?,0
Link group Zalo tổng hợp clip xxx của các hot tiktoker. 🥵 Full không che. Vào nhanh trước khi admin đóng link.,1
Thằng lồn đấy vay tiền tao mua gear xong đéo trả. Đúng là loại chó má.,0
Học ngành AI ra trường lương có cao không các anh chị đi trước?,0
"Bán tài khoản VIP cho các trang bóng đá (Xoilac, Cakhia...). ⚽️ Xem full HD không quảng cáo, không giật lag. 20k/tháng.",1
"Thằng trọng tài bắt trận hôm qua như cái lồn, thiên vị vcl.",0
Pass lại con main B550M còn bảo hành dài. Do nâng cấp lên X570. Giá 1 củ 2.,0
"Nhận cài đặt phần mềm đồ họa (PTS, AI, Premiere) full crack. 🎨 Nhanh chóng, giá sinh viên. Ib mình nhé.",1
Flex nhẹ con PC mới build. Trắng tinh khôi. 🥰,0
Có ai biết chỗ nào bán lót chuột (mousepad) custom hình ảnh không ạ?,0
"Tuyển CTV viết bài chuẩn SEO cho website công nghệ. Nhuận bút 60-80k/bài. Yêu cầu có kiến thức về PC, laptop.",1
"Đm cái thằng bạn cùng phòng, dùng chung con lap của tao mà cài cắm ba cái phần mềm rác vào.",0
Có ai biết cách tối ưu Windows 10 cho máy cấu hình yếu không?,0
Bạn muốn trở nên giàu có? 📈 Tham gia khóa học đầu tư BĐS của chúng tôi. Bí quyết X10 tài sản sau 1 năm. Đăng ký ngay!,1
"Mọi người ơi, lịch thi lại đã có trên trang tín chỉ chưa?",0
Mày là cái loại đéo có não à? Code bug lòi ra mà cứ thích cãi.,0
"Dịch vụ làm giấy khám sức khỏe để xin việc, đi học. 📄 Dấu đỏ bệnh viện, lấy ngay sau 30 phút. Ship tận nơi.",1
"Em là nữ, đang học marketing thì nên mua laptop nào mỏng nhẹ, pin trâu ạ?",0
Thằng chó đấy hack game rõ rành rành ra mà vẫn già mồm. Đúng là loại đéo có liêm sỉ.,0
Bán tài khoản Steam đã mua sẵn game Elden Ring. 🎮 Rẻ hơn mua trực tiếp. Giao dịch qua admin.,1
Tối nay có ai đi xem Man City đá không?,0
"Bạn cùng nhóm thuyết trình như đọc rap, đéo nghe được cc gì.",0
"NHẬN LÀM BẰNG ĐẠI HỌC, CAO ĐẲNG. 📜 Phôi thật, tem 7 màu, bao công chứng. Kín đáo, uy tín. Ib Zalo để được tư vấn.",1
Có ai biết chỗ nào bán SSD NVMe cũ giá tốt không?,0
Con đĩ đấy suốt ngày đi chê bai người khác trong khi bản thân thì như cái lồn.,0
Pass lại con VGA RX 580 8GB còn dùng tốt. Cân mượt các game e-sport. Giá 1 củ.,1
"Đm mạng Viettel mấy hôm nay lag vcl, chơi game ping toàn 200.",0
Mọi người cho em hỏi học đồ họa thì nên dùng màn hình 2K hay 4K ạ?,0
Nhìn cái dàn PC của nó mà thèm vcl.,0
"YẾU SINH LÝ, TRÊN BẢO DƯỚI KHÔNG NGHE? 💊 Kẹo ngậm thảo dược, hiệu quả sau 30 phút. Dr để được tư vấn kín đáo.",1
"Thằng Ronaldo hết thời rồi, về dưỡng già thôi.",0
"Mày là cái thằng óc chó, bảo vệ quan điểm ngu lồn của mày làm cc gì?",0
Có ai biết cách overclock CPU an toàn không?,0
"Bạn muốn kiếm 2-3 củ/tháng? 💰 Tuyển CTV bán sim số đẹp, data 4G. Không vốn, không cọc. Làm online.",1
Làm xong cái đồ án này chắc tao phải đi đo lại mắt. Mỏi vcl.,0
Cần tìm người đi đá bóng phủi. Team mình đang thiếu thủ môn.,0
"TOOL HACK GAME TÀI XỈU, XÓC ĐĨA. 🔥 Tỉ lệ thắng 95%. Hoàn vốn sau 1 ngày. Ib để được cài đặt.",1
Có ai biết cách build một con PC gaming giá rẻ tầm 10 triệu không?,0
Mày bớt sủa đi được không? Nghe điếc cả tai.,0
CLB Lập trình của trường có hay tổ chức workshop không mng?,0
"Nhận order bàn phím cơ custom. ⌨️ Layout, switch, keycap theo yêu cầu. Giá cả phải chăng. Dr để được tư vấn.",1
"Cái loại bạn như mày, sống chỉ tổ làm khổ người khác.",0
"Em là sinh viên năm nhất, có thắc mắc về các môn đại cương có thể hỏi ở đây không ạ?",0
"Bán tài khoản Adobe, Office 365, Canva Pro. ✍️ Hỗ trợ học tập, làm việc hiệu quả. Giá chỉ từ 30k.",1
"Thằng lồn đấy chơi game bẩn vcl, toàn đi camp.",0
Có ai biết cách undervolt GPU để giảm nhiệt độ không?,0
"Pass lại con laptop gaming do cần tiền đóng học phí. 😭 Máy còn mới, full box. Cấu hình i5 11400H, RTX 3050.",0
"Dịch vụ viết CV, Cover Letter chuyên nghiệp. ✨ Giúp bạn ghi điểm với nhà tuyển dụng. Chỉ 100k/bộ.",1
Thất tình đau vcl chúng mày ạ.,0
Có ai biết chỗ nào bán tản nhiệt nước AIO uy tín không?,0
LINK GROUP TELEGRAM CHIA SẺ CLIP NÓNG CỦA IDOL. 🔞 Link ở bio. Vào nhanh không xóa.,1
"Đm cô giáo dạy môn này nói nhanh như bắn rap, đéo chép kịp chữ nào.",0
"Bán tài khoản VIP các trang stock (Freepik, Envato). 🎨 Hỗ trợ ae designer chạy deadline. Giá chỉ 50k/tháng.",1
"Đm cái thằng bạn cùng phòng, dùng máy tính của tao cày game làm nóng như cái lò sưởi. Sợ hỏng mẹ con card.",0
"Mọi người cho em hỏi, main B460 có chạy được RAM bus 3200 không ạ, hay nó chỉ nhận 2933 thôi?",0
"Tuyển 5 bạn nữ xinh, dáng đẹp làm mẫu ảnh cho local brand. 👗 Lương 500k-1tr/buổi. Dr để gửi profile.",1
Thằng lồn nào đá bóng mà sút vào người tao. Bố mày mà cáu thì mày ăn đấm.,0
"LINK TELEGRAM TỔNG HỢP PHỐT, DRAMA SHOWBIZ. 🤫 Hóng biến cực căng. Vào nhanh trước khi bị xóa.",1
Mày là cái loại óc chó à? Code thì bug tùm lum mà cứ thích ra vẻ pro.,0
"Bán tài khoản Github Student Pack full quyền lợi. 🚀 Dành cho ae IT. Giá chỉ 100k, dùng đến lúc ra trường.",1
Có ai biết cách undervolt CPU laptop để máy mát hơn không ạ?,0
Bàn phím cơ mới mua gõ sướng vcl chúng mày ạ. Lún lún phê phê.,0
"YẾU SINH LÝ, VỢ CHÊ? 💊 Thuốc cường dương thảo dược, an toàn, hiệu quả. Giúp bạn lấy lại bản lĩnh. Kín đáo, dr ngay.",1
Con đĩ đấy suốt ngày đi nói xấu người yêu cũ. Đéo hiểu sao có người rước được nó.,0
"Em là tân sinh viên, đang phân vân giữa việc ở KTX và thuê trọ. Mọi người cho em xin lời khuyên với.",0
"Dịch vụ tăng điểm Google Maps, review 5 sao. ⭐ Giúp quán của bạn lên top tìm kiếm. Giá sinh viên.",1
Thằng Haaland trận hôm qua đá như thằng vô hồn. Chán vcl.,0
"Cần tìm người ở ghép, phòng 2tr/người gần ĐH Công Nghiệp. Yêu cầu sạch sẽ, không ồn ào.",0
"Bạn muốn kiếm 3-5 củ/tháng? 💰 Tuyển CTV bán quần áo order. Không vốn, không ship hàng. Chỉ cần đăng bài. Ib mình training.",1
Đm lại học lại môn Cấu trúc dữ liệu. Ngu lồn thật.,0
Có ai biết chỗ nào bán keycap đẹp ở Hà Nội không?,0
"TOOL HACK GAME BÀI ĐỔI THƯỞNG. 🔥 Biết trước kết quả, auto đặt cược. Giúp ae về bờ an toàn. Ib để cài đặt.",1
"Mày là cái thằng đần, nói chuyện với mày tốn mẹ cả calo.",0
"Nhận cài Win, Mac OS, vệ sinh laptop tại nhà. 💻 Lấy ngay, giá rẻ. Có mặt sau 30 phút khu vực Cầu Giấy.",1
Vừa chốt xong con màn 27 inch 2k 165hz. Phê vcl anh em ạ. 🎉,0
Con ml đấy suốt ngày khịa tao. Đéo hiểu tao làm cc gì nó.,0
"Pass lại vé xem Westlife. 🎤 Do mình bận việc đột xuất. Vị trí đẹp, giá gốc.",1
Có ai biết cách build PC trong tầm giá 12 triệu để chơi game e-sport không ạ?,0
"Mày bớt sủa lại đi, nghe chói tai vcl.",0
"Nhận làm bằng tốt nghiệp, bằng lái xe, CCCD. 📜 Phôi thật, bao soi. Kín đáo, giao dịch trực tiếp.",1
"Thằng bạn cùng phòng luộm thuộm vcl, quần áo vứt lung tung như cái ổ lợn.",0
"Mọi người cho hỏi, nên mua SSD Sata 3 hay cố thêm tí lên NVME ạ? Tốc độ có khác biệt nhiều không?",0
"Bán tài khoản VIP các trang báo nước ngoài (NYT, WSJ). 📰 Nâng cao trình độ tiếng Anh, kiến thức. Chỉ 50k/tháng.",1
"Tối nay Arsenal đá, fan Tottenham chắc lại trốn hết rồi. 😂",0
Đm thằng nào đỗ xe ô tô chắn hết mẹ cổng trường.,0
Có ai có link download bộ cài Davinci Resolve Studio không cho em xin với.,0
"Dịch vụ đòi nợ thuê. 👹 Đòi lại tiền từ những thằng bạn chó má. Nhanh gọn, hiệu quả. Dr Zalo...",1
Mày là cái loại đéo có lòng tự trọng à?,0
Chia tay người yêu xong nên làm gì cho đỡ buồn đây chúng mày?,0
"Tuyển 10 bạn làm Airdrop, Bounty Crypto. 🚀 Không cần vốn, cơ hội x100 tài sản. Ib để vào nhóm hướng dẫn.",1
"Vừa xem xong trận bóng đá nữ, mấy chị đá hay vcl.",0
"Cái loại rẻ rách, sống lỗi như mày thì đéo có ai chơi cùng đâu.",0
